무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
천안서북-F0128,충청남도,천안시 서북구,시도,,수곡로,3,충청남도 천안시 서북구 수곡로 19-32,충청남도 천안시 서북구 쌍용동 440-27,36.790501,127.1230881,수곡초 아이파크 삼거리,4,0,,,2.0,2021.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0129,충청남도,천안시 서북구,시도,,한들4로,3,충청남도 천안시 서북구 한들4로 80,충청남도 천안시 서북구 백석동 982,36.835771,127.1246551,한들3로 한들4로,4,0,,,2.0,2021.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0130,충청남도,천안시 서북구,시도,,스마일시티1로,3,,충청남도 천안시 서북구 차암동 521,36.844491,127.1060671,차암초 정문 주변,4,0,,,2.0,2021.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0131,충청남도,천안시 서북구,시도,,불당26로,3,,충청남도 천안시 서북구 불당동 1517,36.808481,127.1062241,불당23로 불당26로,4,0,,,2.0,2021.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0132,충청남도,천안시 서북구,시도,,와촌4길,3,충청남도 천안시 서북구 와촌4길 11,충청남도 천안시 서북구 와촌동 100-9,36.806391,127.1445641,와촌초 정문 삼거리,4,0,,,2.0,2021.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0133,충청남도,천안시 서북구,시도,,한들1로,3,충청남도 천안시 서북구 한들1로 58,충청남도 천안시 서북구 백석동 433-3,36.826691,127.1178321,"한들1로, 브라운스톤 주변",4,0,,,2.0,2021.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0134,충청남도,천안시 서북구,시도,,공원로,3,,충청남도 천안시 서북구 불당동 1288,36.796501,127.0981051,호수초 정문 주변,4,0,,,2.0,2021.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0135,충청남도,천안시 서북구,시도,,불당13로,3,,충청남도 천안시 서북구 불당동 1436,36.815061,127.1083911,북부상공회의소 뒤 주변,4,0,,,,2021.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0136,충청남도,천안시 서북구,시도,,불당21로,3,,충청남도 천안시 서북구 불당동 1543,36.798461,127.1084711,불당 제5공영주차장 주변,4,0,,,,2021.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0137,충청남도,천안시 서북구,시도,,북일로,3,,충청남도 천안시 서북구 두정동 2064,36.831859,127.1528111,"북일로, 두정공단1길",4,0,,,,2022.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0090,충청남도,천안시 서북구,시도,,불당32길,3,충청남도 천안시 서북구 불당32길 6,충청남도 천안시 서북구 불당동 1706,36.80854364,127.1040291,"불당19로,불당26로",4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0091,충청남도,천안시 서북구,시도,,불당24로,3,충청남도 천안시 서북구 불당24로 10,충청남도 천안시 서북구 불당동 1497,36.82270798,127.1025752,불당동 리더힐스 정문 앞,4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0092,충청남도,천안시 서북구,시도,,불당24로,3,충청남도 천안시 서북구 불당24로 51,충청남도 천안시 서북구 불당동 1477,36.822287,127.1077139,"불당24로,불당26로",4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0093,충청남도,천안시 서북구,시도,,불당19로,3,충청남도 천안시 서북구 불당19로92,충청남도 천안시 서북구 불당동 1799,36.81720994,127.1000614,"불당19로,불당22대로",4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0094,충청남도,천안시 서북구,시도,,불당26로,3,충청남도 천안시 서북구 불당26로 77,충청남도 천안시 서북구 불당동 1548,36.81615494,127.1047588,"불당21,불당 26로",4,0,,,2.0,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0095,충청남도,천안시 서북구,시도,,불당18로,3,충청남도 천안시 서북구 불당18로 31,충청남도 천안시 서북구 불당동 1830,36.80536929,127.104929,"불당18로,불당 25로",4,0,,,2.0,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0096,충청남도,천안시 서북구,시도,,성정공원1길,3,충청남도 천안시 서북구 성정공원1길 9-4,충청남도 천안시 서북구 성정동 1504,36.82681562,127.1389703,성정공원 1길,4,0,,,,2017.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0097,충청남도,천안시 서북구,시도,,불당25로,3,충청남도 천안시 서북구 불당25로,충청남도 천안시 서북구 불당동 1865,36.821811,127.109551,"불당24로,불당25로",4,0,,,,2022.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0098,충청남도,천안시 서북구,시도,,서부역9로,3,충청남도 천안시 서북구 천안천4길 48,충청남도 천안시 서북구 와촌동 106-17,36.80966395,127.1448778,서부역회차지부근,4,0,,,,2017.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0099,충청남도,천안시 서북구,시도,,봉서산1길,3,충청남도 천안시 서북구 봉서산1길 41,충청남도 천안시 서북구 쌍용동 2116,36.80706633,127.1186041,봉서산샛길(농협),4,0,,,,2017.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0100,충청남도,천안시 서북구,시도,,오성5길,3,충청남도 천안시 서북구 오성5길 26,충청남도 천안시 서북구 두정동 670,36.83081181,127.1308429,오성초부근,4,0,,,2.0,2017.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0101,충청남도,천안시 서북구,시도,,충무로187,3,충청남도 천안시 서북구 충무로 187,충청남도 천안시 서북구 쌍용동 191,36.7959274,127.1271019,쌍용동 이마트부근,4,0,,,,2017.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0102,충청남도,천안시 서북구,시도,,성정두정로,3,충청남도 천안시 서북구 성정두정로 130,충청남도 천안시 서북구 두정동 1546,36.83705255,127.1426788,"신대초,성정두정로",4,0,,,2.0,2017.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0103,충청남도,천안시 서북구,시도,,양지9길,3,충청남도 천안시 서북구 양지9길 8,충청남도 천안시 서북구 성정동 742-2,36.81193549,127.1399549,양지9길8,4,0,,,,2017.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0104,충청남도,천안시 서북구,시도,,불당17길,3,충청남도 천안시 서북구 불당17길 27,충청남도 천안시 서북구 불당동 734,36.80973932,127.1108629,불당17길 불당4로,4,0,,,,2017.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0105,충청남도,천안시 서북구,시도,,봉서산샛길,3,충청남도 천안시 서북구 봉서산샛길 64,충청남도 천안시 서북구 쌍용동1920,36.80636099,127.1182759,용암초(봉서산로),4,0,,,2.0,2018.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0106,충청남도,천안시 서북구,시도,,불당11로,3,충청남도 천안시 서북구 불당11로 68,충청남도 천안시 서북구 불당동788,36.80213925,127.1140547,서당초(불당11로),4,0,,,2.0,2018.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0107,충청남도,천안시 서북구,시도,,공원로,3,충청남도 천안시 서북구 공원로 159,충청남도 천안시 서북구 불당동1279,36.79778246,127.0978904,"광장로,공원로",4,0,,,2.0,2018.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0108,충청남도,천안시 서북구,시도,,불당26로,3,충청남도 천안시 서북구 불당26로 50,충청남도 천안시 서북구 불당동 1614,36.81263835,127.1056851,"불당20로,불당25로",4,0,,,,2018.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0109,충청남도,천안시 서북구,시도,,동서대로,3,충청남도 천안시 서북구 동서대로 129-22,충청남도 천안시 서북구 성정동1523,36.82782655,127.1379501,성정공원5로부근(학산),4,0,,,,2018.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0110,충청남도,천안시 서북구,시도,,성정동,3,충청남도 천안시 서북구 성정동 90-8,충청남도 천안시 서북구 성정동 90-8,36.81792067,127.1501999,망향로 롯데택배 입구 주변,4,0,,,,2018.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0111,충청남도,천안시 서북구,시도,,불당25로,3,충청남도 천안시 서북구 불당25로 146,충청남도 천안시 서북구 불당동 1541,36.81418574,127.1077406,불당25로 리치타워 주변,4,0,,,,2019.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0112,충청남도,천안시 서북구,시도,,충무로,3,충청남도 천안시 서북구 충무로 143-9,충청남도 천안시 서북구 쌍용동 446-22,36.79362985,127.1222537,성성6로 성성9로,4,0,,,2.0,2019.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0113,충청남도,천안시 서북구,시도,,오성로,3,충청남도 천안시 서북구 오성로 138,충청남도 천안시 서북구 성정동 1326,36.82966151,127.1424697,쌍용역 계룡아파트 주변,4,0,,,,2019.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0078,충청남도,천안시 서북구,시도,,불당4로,3,충청남도 천안시 서북구 불당4로 111,충청남도 천안시 서북구 불당동 687,36.81170821,127.1114454,"검은들로,불당4로",4,0,,,,2015.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0079,충청남도,천안시 서북구,시도,,한들3로,3,충청남도 천안시 서북구 한들3로 35-4,충청남도 천안시 서북구 백석동 1203,36.82667297,127.1255763,백석아이파크2차 사거리,4,0,,,2.0,2015.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0080,충청남도,천안시 서북구,시도,,봉서산로,3,충청남도 천안시 서북구 봉서산로 85,충청남도 천안시 서북구 불당동 780,36.80573509,127.1177228,봉서산샛길,4,0,,,2.0,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0081,충청남도,천안시 서북구,시도,,불당11로,3,충청남도 천안시 서북구 불당11로 9,충청남도 천안시 서북구 불당동 934,36.80476613,127.1074126,불당 11로,4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0082,충청남도,천안시 서북구,시도,,오성로,3,충청남도 천안시 서북구 오성로 107,충청남도 천안시 서북구 두정동 1370,36.83046836,127.1393891,오성로(성정공원),4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0083,충청남도,천안시 서북구,시도,,축구센터로,3,충청남도 천안시 서북구 축구센터로 150,충청남도 천안시 서북구 성정동 354,36.82143955,127.1457671,"축구센터로, 봉정로",4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0084,충청남도,천안시 서북구,시도,,불당23로,3,충청남도 천안시 서북구 불당23로 29,충청남도 천안시 서북구 불당동 1501,36.8196706,127.1049084,불당23로(불무초),4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0085,충청남도,천안시 서북구,시도,,불당23로,3,충청남도 천안시 서북구 불당23로 66,충청남도 천안시 서북구 불당동 1519,36.8178102,127.1079788,"불당 23로,불당 25로",4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0086,충청남도,천안시 서북구,시도,,불당26로,3,충청남도 천안시 서북구 불당26로 100-20,충청남도 천안시 서북구 불당동 1529,36.8166196,127.1078356,"불당22대로,불당25로",4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0087,충청남도,천안시 서북구,시도,,불당27길,3,충청남도 천안시 서북구 불당27길 7,충청남도 천안시 서북구 불당동 1574,36.81320811,127.102361,불당21로(아름초),4,0,,,2.0,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0088,충청남도,천안시 서북구,시도,,불당33길,3,충청남도 천안시 서북구 불당33길 24,충청남도 천안시 서북구 불당동 1618,36.81238685,127.1081985,"불당21로,검은들로,번영로",4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0089,충청남도,천안시 서북구,시도,,불당33길,3,충청남도 천안시 서북구 불당33길 36,충청남도 천안시 서북구 불당동 1629,36.81174593,127.1068498,불당25로(푸르지오5블럭),4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0055,충청남도,천안시 서북구,시도,,한들3로,3,충청남도 천안시 서북구 한들3로 100,충청남도 천안시 서북구 백석동 1007,36.83266649,127.1232324,한들3로주변,4,0,,,,2012.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0056,충청남도,천안시 서북구,시도,,번영로,3,충청남도 천안시 서북구 번영로 100,충청남도 천안시 서북구 불당동 727,36.81020849,127.1085263,"번영로주변, 불당20로",4,0,,,,2012.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0057,충청남도,천안시 서북구,시도,,봉서산로,3,충청남도 천안시 서북구 봉서산로 64,충청남도 천안시 서북구 불당동 786,36.80484275,127.1152675,불당동 주민센터 사거리,4,0,,,,2012.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0058,충청남도,천안시 서북구,시도,,부성1길,3,충청남도 천안시 서북구 부성1길16,충청남도 천안시 서북구 두정동 1006,36.83581573,127.1373786,"부성초, 부성6길주변",4,0,,,2.0,2012.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0059,충청남도,천안시 서북구,시도,,3공단5로,3,충청남도 천안시 서북구 3공단5로 58,충청남도 천안시 서북구 차암동 404,36.83987074,127.1104026,3공단5로주변,4,0,,,,2012.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
