연번,구분,학교명,학급수,학생수(명),우편번호,주소,연락처
1151,고등학교,온양고등학교,34,1038,31506,충남 아산시 온천대로 1411,041-539-1800
1152,고등학교,온양여자고등학교,36,1004,31577,충남 아산시 풍기동 온여고길 21번길 24 ,041-538-6000
1153,고등학교,온양용화고등학교,43,1237,31572,충남 아산시 용화고길 10,041-537-8300
1154,고등학교,아산스마트팩토리마이스터고등학교,15,230,31404,충남 아산시 둔포면 둔포중앙로 133번길 42 , 041-422-4211 
1155,고등학교,충남외국어고등학교,21,412,31455,충남 아산시 탕정면 탕정면로 53-60,041-538-4014
1156,고등학교,설화고등학교,43,1393,31467,충남 아산시 배방읍 용연로 111,041-549-9541
1157,고등학교,배방고등학교,43,1400,31496,충남 아산시 배방읍 배방산길 359번길 61,041-530-9506
1158,고등학교,이순신고등학교,31,989,31473,충남 아산시 배방읍 동방로 132,041-541-4061
1159,고등학교,아산고등학교,33,977,31511,충남 아산시 번영로115번길 21(온천동),041-544-7811
1160,고등학교,온양한올고등학교,33,922,31519,충남 아산시 청운로 158(권곡동),041-544-8161
1161,고등학교,충남삼성고등학교,36,1100,31454,충남 아산시 탕정면 삼성로 77,041-339-3000
1162,고등학교,서산중앙고등학교,34,770,32002,충남 서산시 벌말1길 23,041-665-7400
1163,고등학교,서산여자고등학교,31,828,32003,충남 서산시 정주골6길 27,041-660-0401
1164,고등학교,대산고등학교,21,548,31909,충남 서산시 대산읍 대산1로 36,041-669-8731
1165,고등학교,서산공업고등학교,18,320,31945,충남 서산시 운산면 운암로 1072-12,041-689-6810
1166,고등학교,서산고등학교,15,365,31960,충남 서산시 해미면 서문3길 37,041-689-0706
1167,고등학교,부석고등학교,15,372,32019,충남 서산시 부석면 무학로 1180-9,041-667-0121
1168,고등학교,서령고등학교,27,786,31965,충남 서산시 서령로 117-1,041-661-8611
1169,고등학교,서일고등학교,18,506,31919,충남 서산시 지곡면 화천3길 56, 041-669-1081 
1170,고등학교,논산공업고등학교,24,264,32954,충남 논산시 시민1로 365,041-736-1633
1171,고등학교,논산고등학교,12,251,32988,충남 논산시 시민로 173-9(내동),041-980-0500
1172,고등학교,논산여자고등학교,18,307,32978,충남 논산시 중앙로 325,041-735-3922
1173,고등학교,강경상업고등학교,15,241,32938,충남 논산시 계백로 220 (남교리 1번지),041-745-2314
1174,고등학교,강경고등학교,9,173,32938,충남 논산시 강경읍 계백로 188,041-745-1904
1175,고등학교,연무마이스터고등학교,16,217,33011,충남 논산시 연무읍 연무로 268-9 ,041-742-7302
1176,고등학교,충남인터넷고등학교,11,138,32913,충남 논산시 연산면 계백로 1958-16,041-736-6542
1177,고등학교,충남체육고등학교,9,215,32993,충남 논산시 체육로 82,041-735-9122
1178,고등학교,논산대건고등학교,24,493,32960,충남 논산시 논산대로 119,041-735-1961
1179,고등학교,연무고등학교,18,368,33009,충남 논산시 연무읍 동안로 887번길 5,041-741-5670
1180,고등학교,건양대학교병설건양고등학교,12,247,33022,충남 논산시 양촌면 황산벌로 486-21,041-741-2103
1181,고등학교,쌘뽈여자고등학교,18,364,32954,충남 논산시 시민로 411(부창동),041-735-2864
1182,고등학교,논산여자상업고등학교,21,388,32988,충남 논산시 시민로 197(강산동),041-734-6668
1183,고등학교,용남고등학교,31,852,32801,충남 계룡시 신도안면 신도안1길 32,042-717-2100
1184,고등학교,계룡고등학교,22,597,32827,충남 계룡시 두마면 서금암로 89,042-840-5311
1185,고등학교,당진정보고등학교,29,589,31784,충남 당진시 운학길 5(채운동),041-351-9001
1186,고등학교,당진고등학교,31,877,31784,충남 당진시 백암로 219-20,041-351-2750
1187,고등학교,합덕제철고등학교,16,220,31809,충남 당진시 합덕읍 면천로 1601,041-362-2793
1188,고등학교,합덕고등학교,7,115,31809,충남 당진시 합덕읍 면천로 1583,041-360-5834
1189,고등학교,호서고등학교,30,936,31771,충남 당진시 밤절로 2-13,041-354-2503
1190,고등학교,신평고등학교,21,641,31746,충남 당진시 신평면 서해로 7076,041-430-3040
1191,고등학교,서야고등학교,12,261,31814,충남 당진시 합덕읍 덕평로 335,041-363-0715
1192,고등학교,송악고등학교,18,549,31732,충남 당진시 송악읍 송악로 165,041-351-6231
1193,고등학교,금산산업고등학교,13,180,32742,충남 금산군 금산읍 진악로 1003(아인리 107),041-753-5102
1194,고등학교,금산고등학교,16,337,32742,충남 금산군 금산읍 탑선길5,041-753-7152
1195,고등학교,금산여자고등학교,16,338,32737,충남 금산군 금산읍 인삼로21,041-753-6201
1196,고등학교,금산하이텍고등학교,10,141,32704,충남 금산군 진산면 대둔산로 412,041-752-4375
1197,고등학교,부여고등학교,22,422,33160,충남 부여군 부여읍 금성로 91번길 3,041-836-6100
1198,고등학교,부여여자고등학교,16,296,33136,충남 부여군 부여읍 부소로 47,041-834-4149
1199,고등학교,부여정보고등학교,10,141,33123,충남 부여군 규암면 충절로 2316번길 24 ,041-835-7989
1200,고등학교,한국식품마이스터고등학교,10,135,33200,충남 부여군 홍산면 홍산로 112-23,041-836-1052
1201,고등학교,부여전자고등학교,6,71,33221,충남 부여군 임천면 충절로 1027,041-833-2081
1202,고등학교,장항공업고등학교,9,112,33665,충남 서천군 장항읍 신창서로 77,041-955-5620
1203,고등학교,서천고등학교,16,287,33636,충남 서천군 서천읍 사곡로 43번길 13-16,041-950-4900
1204,고등학교,서천여자고등학교,10,177,33638,충남 서천군 서천읍 군청로84,041-950-7000
1205,고등학교,충남디자인예술고등학교,9,162,33624,충남 서천군 한산면 한마로 114,041-951-0392
1206,고등학교,서천여자정보고등학교,9,154,33636,충남 서천군 서천읍 화금서길 45,041-953-3501
1207,고등학교,장항고등학교,9,182,33659,충남 서천군 장항읍 성화로193번길 6,041-956-6612
1208,고등학교,공동체비전고등학교,6,120,33631,충남 서천군 서천군 서천읍 서문로 327,041-953-6292
1209,고등학교,청양고등학교,23,408,33339,충남 청양군 청양읍 문화예술로 149,041-456-7892
1210,고등학교,정산고등학교,10,159,33354,충남 청양군 정산면 칠갑산로 1897,041-942-0285
1211,고등학교,홍성고등학교,33,738,32264,충남 홍성군 홍북읍 홍학로 49,041-632-2611
1212,고등학교,홍성여자고등학교,19,411,32218,충남 홍성군 홍성읍 충서로 1575번길 10,041-635-9500
1213,고등학교,충남드론항공고등학교,10,182,32292,충남 홍성군 광천읍 홍남로 695 ,041-641-0602
1214,고등학교,갈산고등학교,10,180,32202,충남 홍성군 갈산면 상촌로 9번길 39,041-634-5301
1215,고등학교,홍성공업고등학교,10,153,32212,충남 홍성군 결성면 구성남로 55,041-642-8217
1216,고등학교,홍주고등학교,24,581,32238,충남 홍성군 홍성읍 문화로 78,041-632-3886
1217,고등학교,한국K-POP고등학교,6,107,32291,충남 홍성군 광천읍 광천로 373번길 14,041-641-6433
1218,고등학교,서해삼육고등학교,9,184,32292,충남 홍성군 광천읍 홍남로705번길 23,041-641-0938
1219,고등학교,예산전자공업고등학교,12,181,32423,충남 예산군 벚꽃로 351번길 21,041-404-0063
1220,고등학교,예산여자고등학교,19,403,32431,충남 예산군 예산읍 주교로 36,041-333-8367
1221,고등학교,덕산고등학교,17,405,32416,충남 예산군 삽교읍 예학로 138,041-337-3510
1222,고등학교,예산고등학교,25,546,32435,충남 예산군 예산읍 예산로 101,041-335-2512
1223,고등학교,예산예화여자고등학교,18,335,32435,충남 예산군 예산읍 예산로 117,041-335-2495
1224,고등학교,대흥고등학교,6,137,32450,충남 예산군 대흥면 예당로 845,041-332-0542
1225,고등학교,삽교고등학교,15,318,32414,충남 예산군 삽교읍 삽교로 161,041-337-2893
1226,고등학교,태안고등학교,22,403,32148,충남 태안군 태안읍 백화로 251,041-675-8183
1227,고등학교,안면고등학교,9,151,32166,충남 태안군 안면읍 조운막터길 73,041-674-7841
1228,고등학교,만리포고등학교,6,92,32120,충남 태안군 소원면 서해로 631 ,041-672-0432
1229,고등학교,태안여자고등학교,22,428,32142,충남 태안군 태안읍 원이로 7-1,041-670-7700
1230,특수학교,공주정명학교,21,91,32590,충남 공주시 장척로 116-14(송선동),041-857-2062
1231,특수학교,천안인애학교,50,285,31048,충남 천안시 성거읍 봉주로 229,041-629-9018
1232,특수학교,서산성봉학교,32,156,31929,충남 서산시 성연면 명천1길 181-16,041-660-2920
1233,특수학교,아산성심학교,36,205,31546,충남 아산시 선장면 아산만로 368,041-541-8790
1234,특수학교,성광온누리학교,31,147,32928,충남 논산시 성동면 병촌길 89,041-981-0003
1235,특수학교,천안늘해랑학교,13,77,31256,충남 천안시 동남구 병천면 유관순길 86,041-417-2500
1236,특수학교,당진꿈나래학교,26,146,31811,충남 당진시 합덕읍 면천로 1590,041-539-1000
1237,특수학교,예산꿈빛학교,27,127,32411,충남 예산군 봉산면 하평1길 38,041-339-2200
1238,특수학교,나사렛새꿈학교,32,132,31172,충남 천안시 서북구 월봉로 48,041-579-1296
1239,특수학교,보령정심학교,20,81,33447,충남 보령시 주교면 보령북로 404,041-931-1715
1240,각종학교,여해학교 ,3,12,31451,충남 아산시 염치읍 현충사길 93,041-539-5452
1241,각종학교,충남다사랑학교,3,27,31409,충남 아산시 둔포면 아산밸리동로 247,041-427-3500
1242,각종학교,드림학교(중),3,9,31071,충남 천안시 동남구 충절로 535-31(고려신학대학원 내) ,041-563-1934
1243,각종학교,드림학교(고),3,33,31071,충남 천안시 동남구 충절로 535-31(고려신학대학원 내) ,041-563-1934
